date,open,high,low,close,volume,daily_return,log_return,rsi,rsi_21,rsi_28,macd,signal,histogram,atr,adx,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_60,ema_60,sma_200,ema_200,momentum_5,momentum_10,momentum_20,volatility_20
2010-10-20,1.0972,1.2847,1.0211,1.1518,25647970.0,0.033282497532968414,0.03274062567699411,78.04607318326353,,,0.24684761535178412,0.16985942724796763,0.0769881881038165,0.22601669455863713,,0.90134,0.9433303784548431,0.61658,0.7210732872572567,,0.46875605337461496,,0.43087136293911976,,0.27563627198756385,0.47515368852458995,1.955606877084937,,
2010-10-21,1.2172,1.3022,1.0186,1.1158,19549676.0,-0.03125542628928635,-0.03175429966114404,76.46326290758421,,,0.2468488510209833,0.18525731200257078,0.06159153901841252,0.23012978780444876,,0.9639900000000001,0.9746884914630534,0.6625650000000001,0.7586663075184703,,0.49413032579129673,,0.45332803956406664,,0.28399611007723985,0.3000116509379005,1.2804005722460654,4.689954105048444,0.4148598048172579
2010-10-22,1.0997,1.1343,1.0008,1.0426,13313408.0,-0.06560315468721989,-0.06785404307742238,73.21199104300486,79.75366766779204,,0.23819741057923371,0.1958453317179034,0.04235207886133033,0.223227660104131,,1.01185,0.9870360384697708,0.6977800000000001,0.7857076115643302,,0.5156389404661479,,0.47264843170950704,,0.29154440748940663,-0.1993549377975734,0.8485815602836881,2.081879988176175,0.3940918854124575
2010-10-25,1.1004,1.1901,1.0772,1.0915,13746320.0,0.046901975829656495,0.045835303655992914,74.00711956033294,80.13995069174749,,0.23260557079633315,0.20319737953358935,0.0294081912627438,0.2178185415252645,,1.05999,1.0060294860207215,0.73335,0.8148306961772511,,0.5382217271145343,,0.49293864706329366,,0.2995041646288155,-0.23057944452276902,0.789050975249959,1.8716127334911863,0.39430696849932434
2010-10-26,1.0211,1.1236,0.9776,1.0633,13894408.0,-0.025836005497022474,-0.02617561733295814,72.66755885983981,79.22468052633893,,0.22332415135621075,0.20722273389811366,0.016101417458097095,0.21268864570203133,,1.0939599999999998,1.0164423067442265,0.76144,0.8384944393984654,,0.5588130319335722,,0.5116390192907266,,0.30710412318972286,-0.04611106127209119,0.4694582642343834,1.1202392821535394,0.3919461827410589
2010-10-27,1.049,1.1293,0.9758,1.0554,14027563.0,-0.007429699990595284,-0.007457437685472959,72.27289531153403,78.95942070626792,,0.21287717998453404,0.20835362311539773,0.004523556869136303,0.20846088529474338,,1.12142,1.0235255236998217,0.791205,0.8591521118367067,,0.5782870306812753,,0.5294672481664405,,0.31454985330723806,-0.08369508595242237,0.3516905737704916,1.2938491632253855,0.39059273789135235
2010-10-28,1.0597,1.0615,0.8079,0.9629,19594613.0,-0.08764449497820725,-0.09172555672532916,67.64063011626132,75.83765841878376,,0.19488736275618868,0.20566037104355595,-0.01077300828736727,0.2116851077736903,,1.13188,1.012502701208945,0.8231149999999999,0.8690328630903537,,0.593369892223186,,0.5436781580626228,,0.32100109854796205,-0.13703172611579129,0.12186881043924047,1.9655066214967665,0.3825192912145996
2010-10-29,0.9268,0.9858,0.8068,0.8108,15375304.0,-0.1579603281753038,-0.17192814966839334,60.746045056061355,70.99169425964729,,0.16643850466838317,0.1978159977685214,-0.03137749310013824,0.2093504572184267,31.20419212854865,1.0827399999999998,0.9758294828073185,0.853885,0.8634868761293676,,0.6018965631163944,,0.5524362512408975,,0.3258747194579326,-0.22232879340111267,-0.37736138841959765,3.1494370522006143,0.3695647793502351
2010-11-01,0.8551,0.9758,0.8543,0.9251,15072562.0,0.14097187962506186,0.1318804251994281,63.73735660786097,72.3840847217458,,0.15137072691106113,0.18852694359702937,-0.037156216685968246,0.20618256741711052,29.068258443456802,1.03339,0.9666059404787151,0.8925649999999999,0.8693547926884755,,0.6145712077000652,,0.5646547348067696,,0.33183716006034125,-0.1524507558405862,-0.34787818976455664,5.106270627062707,0.36091549697056985
2010-11-02,1.0258,1.1397,1.0258,1.1101,15393549.0,0.19997838071559837,0.18230354056132858,67.98926635641065,74.46692777594484,79.09645077274855,0.15259830015633802,0.1813412149088911,-0.028742914752553084,0.20678381260160264,27.889601804286425,1.03293,0.992695769482585,0.9290299999999998,0.8922829076705254,,0.6340037093588863,,0.5825381861245804,,0.33958106891546225,0.044013918931628204,-0.004126670853144332,1.9151785714285716,0.15947558068895434
